Date,Open,High,Low,Close,Adj Close,Volume,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2018-01-02,52.41699981689453,53.34700012207031,52.26150131225586,53.25,53.25,24752000,53.25,53.25,53.25,0.0,0,0,0
2018-01-03,53.21549987792969,54.31449890136719,53.160499572753906,54.124000549316406,54.124000549316406,28604000,54.124000549316406,53.33323814755394,53.29263417313739,0.04060397441655539,0,0,0
2018-01-04,54.400001525878906,54.67850112915039,54.20009994506836,54.31999969482422,54.31999969482422,20092000,54.31999969482422,53.42721543777016,53.34274956443918,0.0844658733309771,0,0,0
2018-01-05,54.70000076293945,55.212501525878906,54.599998474121094,55.11149978637695,55.11149978637695,25582000,55.11149978637695,53.587623470970804,53.42903006307029,0.15859340790051135,0,0,0
2018-01-08,55.11149978637695,55.563499450683594,55.08100128173828,55.34700012207031,55.34700012207031,20952000,55.34700012207031,53.755183152027904,53.52258957814347,0.23259357388443647,0,0,0
2018-01-09,55.470001220703125,55.528499603271484,55.06155014038086,55.3129997253418,55.3129997253418,18050000,55.3129997253418,53.903546635200655,53.60992665849461,0.2936199767060472,0,0,0
2018-01-10,54.85499954223633,55.22999954223633,54.80550003051758,55.13050079345703,55.13050079345703,20856000,55.13050079345703,54.020399412177454,53.68410100654155,0.3362984056359011,0,0,0
2018-01-11,55.314998626708984,55.32624816894531,54.97949981689453,55.2760009765625,55.2760009765625,19566000,55.2760009765625,54.13998051354746,53.76175466361575,0.3782258499317095,0,0,0
2018-01-12,55.12049865722656,56.214500427246094,55.057498931884766,56.112998962402344,56.112998962402344,34410000,56.112998962402344,54.32788703248602,53.87644950745899,0.45143752502702483,0,0,0
2018-01-16,56.6254997253418,56.99549865722656,55.8916015625,56.0880012512207,56.0880012512207,31506000,56.0880012512207,54.4955169580798,53.98433008032542,0.5111868777543762,0,0,0
2018-01-17,56.31100082397461,56.630001068115234,55.85049819946289,56.5989990234375,56.5989990234375,24052000,56.5989990234375,54.69584858335196,54.11187490681869,0.5839736765332688,0,0,0
2018-01-18,56.570499420166016,56.6254997253418,55.875,56.489498138427734,56.489498138427734,23964000,56.489498138427734,54.866672350502036,54.22785652787279,0.6388158226292475,0,0,0
2018-01-19,56.59149932861328,56.893001556396484,56.415000915527344,56.8754997253418,56.8754997253418,35564000,56.8754997253418,55.05798924334392,54.35700985457859,0.700979388765326,0,0,0
2018-01-22,56.8745002746582,57.99399948120117,56.75550079345703,57.79050064086914,57.79050064086914,32360000,57.79050064086914,55.31822842406061,54.5244972100074,0.79373121405321,0,0,0
2018-01-23,57.99250030517578,58.58134841918945,57.9375,58.49850082397461,58.49850082397461,26662000,58.49850082397461,55.6211115097667,54.71835104483507,0.9027604649316316,0,0,0
2018-01-24,58.86650085449219,58.99300003051758,58.0525016784668,58.21200180053711,58.21200180053711,28332000,58.21200180053711,55.86786296603055,54.888773032918095,0.979089933112455,0,0,0
2018-01-25,58.62649917602539,58.797000885009766,58.13800048828125,58.51850128173828,58.51850128173828,29610000,58.51850128173828,56.12030471038367,55.06583294749469,1.05447176288898,0,0,0
2018-01-26,58.75400161743164,58.79199981689453,57.90549850463867,58.79199981689453,58.79199981689453,40376000,58.79199981689453,56.3747518633847,55.24759718502639,1.127154678358309,0,0,0
2018-01-29,58.82400131225586,59.34450149536133,58.5989990234375,58.77899932861328,58.77899932861328,27578000,58.77899932861328,56.60372781245409,55.419860704225755,1.183867108228334,0,0,0
2018-01-30,58.39149856567383,58.82600021362305,58.17599868774414,58.18450164794922,58.18450164794922,31126000,58.18450164794922,56.754277701548865,55.55472123806592,1.199556463482942,0,0,0
2018-01-31,58.528499603271484,58.650001525878906,57.95650100708008,58.49700164794922,58.49700164794922,30774000,58.49700164794922,56.920251410729854,55.698247111718764,1.2220042990110898,0,0,0
2018-02-01,58.13050079345703,58.70000076293945,57.875999450683594,58.3849983215332,58.3849983215332,48242000,58.3849983215332,57.05975111652065,55.829308146343855,1.2304429701767958,0,0,0
2018-02-02,56.099998474121094,56.153499603271484,55.36389923095703,55.595001220703125,55.595001220703125,97158000,55.595001220703125,56.92025112644279,55.81787854021504,1.1023725862277516,0,0,0
2018-02-05,54.529998779296875,55.5,52.60150146484375,52.790000915527344,52.790000915527344,75966000,52.790000915527344,56.526893963498466,55.6701771926693,0.8567167708291663,0,0,0
2018-02-06,51.35900115966797,54.08549880981445,51.1568489074707,54.029998779296875,54.029998779296875,68960000,54.029998779296875,56.289094422145936,55.59016848957796,0.698925932567974,0,0,0
2018-02-07,54.07699966430664,54.0890007019043,52.41299819946289,52.42900085449219,52.42900085449219,47384000,52.42900085449219,55.92146646332177,55.43596519030549,0.48550127301628265,0,0,0
2018-02-08,52.77050018310547,52.930999755859375,50.03300094604492,50.07600021362305,50.07600021362305,57182000,50.07600021362305,55.36475539192189,55.17450348412586,0.19025190779603207,0,0,0
2018-02-09,50.86249923706055,52.19850158691406,49.62799835205078,51.888999938964844,51.888999938964844,70118000,51.888999938964844,55.033731063068835,55.014235018508245,0.019496044560590065,0,0,0
2018-02-12,52.400001525878906,53.07500076293945,52.0463981628418,52.59700012207031,52.59700012207031,41154000,52.59700012207031,54.801661449640406,54.89632112112103,-0.09465967148062049,0,0,0
2018-02-13,52.25,52.91849899291992,52.204349517822266,52.60499954223633,52.60499954223633,25302000,52.60499954223633,54.592455553697164,54.78454933678519,-0.19209378308802627,0,0,0
