Date,Open,High,Low,Close,Adj Close,Volume,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2018-01-02,52.41699981689453,53.34700012207031,52.26150131225586,53.25,53.25,24752000,53.25,53.25,53.25,0.0,0,0,0.0
2018-01-03,53.21549987792969,54.31449890136719,53.160499572753906,54.124000549316406,54.124000549316406,28604000,54.124000549316406,53.25242500622287,53.25124207635806,0.0011829298648109443,0,0,0.0
2018-01-04,54.400001525878906,54.67850112915039,54.20009994506836,54.31999969482422,54.31999969482422,20092000,54.31999969482422,53.25557783830268,53.25285873092671,0.0027191073759667006,0,0,0.0
2018-01-05,54.70000076293945,55.212501525878906,54.599998474121094,55.11149978637695,55.11149978637695,25582000,55.11149978637695,53.26337976843051,53.25686069617323,0.0065190722572836535,0,0,0.0
2018-01-08,55.11149978637695,55.563499450683594,55.08100128173828,55.34700012207031,55.34700012207031,20952000,55.34700012207031,53.273285821527445,53.26195040286562,0.011335418661822416,0,0,0.0
2018-01-09,55.470001220703125,55.528499603271484,55.06155014038086,55.3129997253418,55.3129997253418,18050000,55.3129997253418,53.28310958859533,53.267010051310805,0.016099537284524956,0,0,0.0
2018-01-10,54.85499954223633,55.22999954223633,54.80550003051758,55.13050079345703,55.13050079345703,20856000,55.13050079345703,53.29165396368163,53.271424577634775,0.0202293860468572,0,0,0.0
2018-01-11,55.314998626708984,55.32624816894531,54.97949981689453,55.2760009765625,55.2760009765625,19566000,55.2760009765625,53.30061860135081,53.27606303073895,0.024555570611859423,0,0,0.0
2018-01-12,55.12049865722656,56.214500427246094,55.057498931884766,56.112998962402344,56.112998962402344,34410000,56.112998962402344,53.314879618653755,53.28343123091722,0.03144838773653191,0,0,0.0
2018-01-16,56.6254997253418,56.99549865722656,55.8916015625,56.0880012512207,56.0880012512207,31506000,56.0880012512207,53.32965101040539,53.291082865525816,0.038568144879576494,0,0,0.0
2018-01-17,56.31100082397461,56.630001068115234,55.85049819946289,56.5989990234375,56.5989990234375,24052000,56.5989990234375,53.348779981961165,53.30099621462939,0.04778376733177225,0,0,0.0
2018-01-18,56.570499420166016,56.6254997253418,55.875,56.489498138427734,56.489498138427734,23964000,56.489498138427734,53.36785585294371,53.31091543485782,0.056940418085893896,0,0,0.0
2018-01-19,56.59149932861328,56.893001556396484,56.415000915527344,56.8754997253418,56.8754997253418,35564000,56.8754997253418,53.390449813717645,53.32267581076724,0.06777400295040792,0,0,0.0
2018-01-22,56.8745002746582,57.99399948120117,56.75550079345703,57.79050064086914,57.79050064086914,32360000,57.79050064086914,53.42277367977459,53.33948695137643,0.0832867283981642,0,0,0.0
2018-01-23,57.99250030517578,58.58134841918945,57.9375,58.49850082397461,58.49850082397461,26662000,58.49850082397461,53.465855089210294,53.36191511775188,0.10393997145841638,0,0,0.0
2018-01-24,58.86650085449219,58.99300003051758,58.0525016784668,58.21200180053711,58.21200180053711,28332000,58.21200180053711,53.50878020399734,53.38438264333665,0.12439756066068952,0,0,0.0
2018-01-25,58.62649917602539,58.797000885009766,58.13800048828125,58.51850128173828,58.51850128173828,29610000,58.51850128173828,53.556880828732,53.40963131347154,0.14724951526045515,0,0,0.0
2018-01-26,58.75400161743164,58.79199981689453,57.90549850463867,58.79199981689453,58.79199981689453,40376000,58.79199981689453,53.6099673079688,53.43758674706273,0.17238056090607046,0,0,0.0
