Date,High,Low,Open,Close,Volume,Adj Close,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2014-01-02,556.7880249023438,552.0607299804688,555.6472778320312,554.481689453125,3656454.0,554.481689453125,554.481689453125,554.481689453125,554.481689453125,0.0,0,0,0.0
2014-01-03,556.3795776367188,550.4019775390625,555.4181518554688,550.4368286132812,3345894.0,550.4368286132812,550.4368286132812,554.3825324881934,554.4550863649727,-0.07255387677923864,0,0,0.0
2014-01-06,557.3409423828125,551.1541137695312,554.4268798828125,556.5738525390625,3551864.0,556.5738525390625,556.5738525390625,554.4501939153032,554.4726383888219,-0.02244447351870349,0,0,0.0
2014-01-07,567.717041015625,558.4866333007812,560.3994750976562,567.3035888671875,5124336.0,567.3035888671875,567.3035888671875,555.4219217770018,554.732890619049,0.6890311579527406,0,0,0.0
2014-01-08,571.517822265625,564.5289916992188,570.8602905273438,568.4841918945312,4501811.0,568.4841918945312,568.4841918945312,556.5581326965138,555.0538077669748,1.5043249295389387,0,0,0.0
2014-01-09,569.9735717773438,560.678466796875,569.5850830078125,563.0097045898438,4184626.0,563.0097045898438,563.0097045898438,557.080785970916,555.2267281166513,1.8540578542647381,0,0,0.0
2014-01-10,567.4132080078125,559.0296020507812,567.4132080078125,562.9797973632812,4303069.0,562.9797973632812,562.9797973632812,557.5292642660838,555.3848691913803,2.1443950747035387,0,0,0.0
2014-01-13,571.3135986328125,556.4990844726562,561.1317138671875,559.3932495117188,4855933.0,559.3932495117188,559.3932495117188,557.6620657332838,555.4614884865393,2.2005772467445013,0,0,0.0
2014-01-14,573.3509521484375,561.938720703125,566.8502807617188,572.553955078125,4983811.0,572.553955078125,572.553955078125,558.879133307081,555.8362702577737,3.042863049307357,0,0,0.0
2014-01-15,575.3434448242188,569.7593994140625,574.3422241210938,572.1654052734375,3915020.0,572.1654052734375,572.1654052734375,560.02685284955,556.2147168917606,3.8121359577893372,0,0,0.0
2014-01-16,576.802978515625,571.8565673828125,572.4044799804688,575.951171875,3380423.0,575.951171875,575.951171875,561.5294579080212,556.7143623611713,4.815095546849875,0,0,0.0
2014-01-17,578.14794921875,569.963623046875,576.2650146484375,573.1168212890625,5422850.0,573.1168212890625,573.1168212890625,562.635244738987,557.1343191190177,5.50092561996928,0,0,0.0
2014-01-21,579.82666015625,573.5003662109375,578.2974243164062,579.67724609375,3974642.0,579.67724609375,579.67724609375,564.4018112272137,557.7612627932077,6.64054843400595,0,0,0.0
2014-01-22,581.764404296875,577.2662353515625,581.1267700195312,580.3347778320312,3154580.0,580.3347778320312,580.3347778320312,566.1486832912076,558.4252695104242,7.723413780783403,0,0,0.0
2014-01-23,579.074462890625,575.0296630859375,577.8341064453125,577.8839721679688,3912811.0,577.8839721679688,577.8839721679688,567.451470883103,559.0048350290406,8.446635854062379,0,0,0.0
2014-01-24,574.6211547851562,559.4031982421875,573.3558959960938,559.816650390625,7814180.0,559.816650390625,559.816650390625,566.6123840821922,559.0287722733584,7.58361180883378,0,0,0.0
2014-01-27,561.1466674804688,539.1142578125,560.9474487304688,548.558837890625,8739837.0,548.558837890625,548.558837890625,564.4629479676912,558.6943348965237,5.768613071167465,0,0,0.0
2014-01-28,560.7730712890625,552.8975830078125,553.0869140625,559.408203125,4436969.0,559.408203125,559.408203125,563.8707262671273,558.7167743337762,5.153951933351095,0,0,0.0
2014-01-29,558.7805786132812,547.6572265625,557.470458984375,551.3932495117188,4777641.0,551.3932495117188,551.3932495117188,562.3683236078399,558.4801885958947,3.8881350119452236,0,0,0.0
2014-01-30,574.0931396484375,561.520263671875,570.3621215820312,565.5750732421875,10220968.0,565.5750732421875,565.5750732421875,562.7447094796305,558.7036087908782,4.0411006887522944,0,0,0.0
2014-01-31,591.0545654296875,573.4157104492188,583.4879150390625,588.2799682617188,11174328.0,588.2799682617188,588.2799682617188,566.0295206230031,559.7243688920695,6.3051517309336305,0,0,0.0
2014-02-03,588.653564453125,563.8914184570312,587.3983154296875,564.5987548828125,9172452.0,564.5987548828125,564.5987548828125,565.8567883268173,559.8822513065012,5.97453702031612,0,0,0.0
2014-02-04,575.3434448242188,566.382080078125,566.8702392578125,566.9548950195312,5644879.0,566.9548950195312,566.9548950195312,565.9852390619653,560.1042153690604,5.881023692904932,0,0,0.0
2014-02-05,573.2363891601562,561.9038696289062,569.55517578125,569.4655151367188,4806950.0,569.4655151367188,569.4655151367188,566.3925600284182,560.3981617046165,5.994398323801647,0,0,0.0
2014-02-06,577.913818359375,571.6323852539062,573.4157104492188,577.814208984375,3907793.0,577.814208984375,577.814208984375,567.7619325353555,560.9583721725819,6.803560362773624,0,0,0.0
2014-02-07,586.750732421875,578.1130981445312,581.6348876953125,586.5215454101562,5292162.0,586.5215454101562,586.5215454101562,570.1609706366568,561.8354474410743,8.325523195582491,0,0,0.0
2014-02-10,588.9923095703125,582.3272705078125,583.7120971679688,584.2750244140625,3904982.0,584.2750244140625,584.2750244140625,572.0249171495617,562.6305170842938,9.39440006526786,0,0,0.0
2014-02-11,593.7096557617188,583.9163208007812,587.8814697265625,592.8677978515625,4116974.0,592.8677978515625,592.8677978515625,574.950827409931,563.7693363880576,11.181491021873398,0,0,0.0
2014-02-12,592.7781372070312,588.4841918945312,592.2799682617188,591.1292724609375,3461928.0,591.1292724609375,591.1292724609375,577.3595761766144,564.8622318782132,12.49734429840123,1,10,0.0
2014-02-13,597.7096557617188,587.62744140625,588.17041015625,597.7096557617188,3686567.0,597.7096557617188,597.7096557617188,580.6597455253332,566.2913899210064,14.36835560432678,0,10,65.8038330078125
2014-02-14,599.9462280273438,594.1729125976562,595.5726318359375,599.1542358398438,4389793.0,599.1542358398438,599.1542358398438,583.8911709978091,567.8319043694655,16.059266628343607,0,10,80.2496337890625
2014-02-18,604.17041015625,597.7594604492188,598.4617919921875,603.1791381835938,4233609.0,603.1791381835938,603.1791381835938,587.5346415307126,569.623306407833,17.911335122879677,1,20,120.4986572265625
2014-02-19,602.3522338867188,596.5140991210938,600.3995361328125,598.9251098632812,4222970.0,598.9251098632812,598.9251098632812,589.7829344666152,571.175030468861,18.607903997754192,-1,10,17.70904541015625
2014-02-20,601.1915893554688,597.8690185546875,599.3236083984375,599.8067626953125,3414350.0,599.8067626953125,599.8067626953125,591.8425658562837,572.753413264132,19.089152592151777,0,10,17.70904541015625
2014-02-21,602.676025390625,599.1741333007812,601.6498413085938,599.6473999023438,3738561.0,599.6473999023438,599.6473999023438,593.5003352716673,574.285997884525,19.214337387142223,0,10,17.70904541015625
2014-02-24,607.8018188476562,600.2999267578125,600.429443359375,603.9910888671875,3361151.0,603.9910888671875,603.9910888671875,595.7373270888974,575.9854049685144,19.751922120382915,0,10,17.70904541015625
2014-02-25,609.9636840820312,602.9500122070312,605.69970703125,607.7221069335938,2888185.0,607.7221069335938,607.7221069335938,598.1470173058453,577.6973971452157,20.449620160629593,0,10,17.70904541015625
2014-02-26,612.1455078125,604.61376953125,609.7146606445312,607.8067626953125,3979260.0,607.8067626953125,607.8067626953125,600.0368795607711,579.277825833665,20.759053727106107,0,10,17.70904541015625
2014-02-27,609.8292236328125,606.232666015625,606.9201049804688,607.32861328125,2529446.0,607.32861328125,607.32861328125,601.3031656264321,580.5847636153774,20.718402011054764,0,10,17.70904541015625
2014-02-28,609.8092651367188,600.8578491210938,607.8914794921875,605.5552368164062,4644544.0,605.5552368164062,605.5552368164062,601.9965434310352,581.6772222696237,20.319321161411494,0,10,17.70904541015625
